50 2.06064
50 2.0613
50 2.06158
50 2.05938
50 2.06083
50 2.05858
50 2.06015
50 2.06113
50 2.05975
50 2.06285
50 2.0658
50 2.06287
50 2.06097
50 2.06014
50 2.06217
50 2.0642
50 2.06103
50 2.06382
50 2.06014
50 2.06162
50 2.06264
50 2.06364
50 2.06209
50 2.06234
50 2.06052
50 2.0631
50 2.05724
50 2.05975
50 2.06221
50 2.06502
50 2.05785
50 2.06484
50 2.05995
50 2.061
50 2.05834
50 2.05977
50 2.06164
50 2.06039
50 2.06057
50 2.06131
50 2.061
50 2.06298
50 2.0595
50 2.06182
50 2.05865
50 2.06047
50 2.05919
50 2.05791
50 2.06558
50 2.06247
50 2.06009
50 2.06169
50 2.06152
50 2.05958
50 2.0621
50 2.06414
50 2.05995
50 2.06412
50 2.06207
50 2.05982
50 2.06488
50 2.06187
50 2.06151
50 2.06205
50 2.05765
50 2.05747
50 2.06196
50 2.06096
50 2.06314
50 2.0577
50 2.06424
50 2.05863
50 2.0586
50 2.06121
50 2.05847
50 2.05945
50 2.06127
50 2.06019
50 2.06243
50 2.05959
50 2.05924
50 2.06026
50 2.06304
50 2.06044
50 2.06214
50 2.06371
50 2.06071
50 2.06304
50 2.06269
50 2.0596
50 2.06101
50 2.06178
50 2.06411
50 2.06237
50 2.06004
50 2.05926
50 2.0605
50 2.0618
50 2.05941
50 2.0609
